match_id,season,date,venue,team1,team2,toss_winner,toss_decision,innings1_team,innings1_score,innings1_wickets,innings1_overs,innings2_team,innings2_score,innings2_wickets,innings2_overs,winner,margin,margin_type,day_night,nrr_team1,nrr_team2
412,2014,2014-03-20,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Mumbai Indians,166,6,19.4,Rajasthan Royals,160,1,11.5,Rajasthan Royals,9,wickets,True,-5.305,5.305
413,2014,2014-03-22,"Rajiv Gandhi International Stadium, Hyderabad",Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sunrisers Hyderabad,140,8,20.0,Rajasthan Royals,166,7,18.5,Sunrisers Hyderabad,26,runs,True,-1.957,1.957
414,2014,2014-04-24,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Kolkata Knight Riders,138,7,19.0,Gujarat Titans,181,8,14.3,Kolkata Knight Riders,43,runs,True,-5.394,5.394
415,2014,2014-04-05,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,Sunrisers Hyderabad,131,8,19.9,Lucknow Super Giants,111,9,15.7,Lucknow Super Giants,1,wickets,True,-0.462,0.462
416,2014,2014-04-15,"M. Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,field,Lucknow Super Giants,225,8,18.9,Punjab Kings,176,2,11.9,Punjab Kings,8,wickets,True,-2.887,2.887
417,2014,2014-04-14,"Rajiv Gandhi International Stadium, Hyderabad",Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,bat,Lucknow Super Giants,214,9,18.6,Mumbai Indians,166,2,10.8,Mumbai Indians,8,wickets,True,-3.808,3.808
418,2014,2014-03-10,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,172,4,18.6,Sunrisers Hyderabad,81,9,11.7,Sunrisers Hyderabad,1,wickets,True,2.317,-2.317
419,2014,2014-04-28,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Mumbai Indians,166,8,19.0,Kolkata Knight Riders,113,4,16.6,Kolkata Knight Riders,6,wickets,True,1.926,-1.926
420,2014,2014-03-28,"Punjab Cricket Association Stadium, Mohali",Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,171,8,19.0,Kolkata Knight Riders,154,7,10.8,Kolkata Knight Riders,3,wickets,True,-5.274,5.274
421,2014,2014-04-11,"Narendra Modi Stadium, Ahmedabad",Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Mumbai Indians,166,3,19.0,Delhi Capitals,183,9,19.6,Mumbai Indians,17,runs,False,-0.622,0.622
422,2014,2014-03-23,"M. Chinnaswamy Stadium, Bengaluru",Punjab Kings,Delhi Capitals,Delhi Capitals,bat,Punjab Kings,121,2,18.3,Delhi Capitals,95,6,16.5,Delhi Capitals,4,wickets,True,0.863,-0.863
423,2014,2014-03-20,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Rajasthan Royals,150,3,18.6,Delhi Capitals,155,2,10.2,Rajasthan Royals,5,runs,False,-7.14,7.14
424,2014,2014-03-12,"Ekana Cricket Stadium, Lucknow",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,223,6,18.3,Punjab Kings,211,6,10.6,Punjab Kings,4,wickets,True,-7.673,7.673
425,2014,2014-04-21,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,208,8,19.5,Gujarat Titans,142,6,15.4,Gujarat Titans,4,wickets,False,1.416,-1.416
426,2014,2014-04-14,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Delhi Capitals,208,9,19.2,Kolkata Knight Riders,172,5,16.2,Kolkata Knight Riders,5,wickets,True,0.195,-0.195
427,2014,2014-04-19,"Sawai Mansingh Stadium, Jaipur",Lucknow Super Giants,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Lucknow Super Giants,228,2,19.6,Royal Challengers Bengaluru,145,3,16.8,Royal Challengers Bengaluru,7,wickets,True,3.021,-3.021
428,2014,2014-04-09,"Ekana Cricket Stadium, Lucknow",Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,161,7,19.4,Mumbai Indians,157,3,12.8,Mumbai Indians,7,wickets,True,-3.94,3.94
429,2014,2014-03-14,"Eden Gardens, Kolkata",Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,field,Gujarat Titans,148,3,19.6,Kolkata Knight Riders,101,4,17.1,Kolkata Knight Riders,6,wickets,False,1.628,-1.628
430,2014,2014-04-14,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,144,9,18.6,Mumbai Indians,121,6,12.6,Mumbai Indians,4,wickets,True,-1.901,1.901
431,2014,2014-03-01,"M. Chinnaswamy Stadium, Bengaluru",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,209,2,20.0,Kolkata Knight Riders,176,4,10.0,Kolkata Knight Riders,6,wickets,True,-7.115,7.115
432,2014,2014-03-25,"Rajiv Gandhi International Stadium, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,171,7,18.9,Sunrisers Hyderabad,122,9,10.4,Sunrisers Hyderabad,1,wickets,True,-2.704,2.704
433,2014,2014-04-10,"M. Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Lucknow Super Giants,212,7,19.0,Sunrisers Hyderabad,186,5,19.2,Sunrisers Hyderabad,5,wickets,True,1.475,-1.475
434,2014,2014-04-20,"M.A. Chidambaram Stadium, Chennai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians,167,3,19.6,Rajasthan Royals,193,7,15.3,Mumbai Indians,26,runs,True,-4.1,4.1
435,2014,2014-04-12,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,196,8,19.0,Mumbai Indians,84,5,18.7,Mumbai Indians,5,wickets,True,5.801,-5.801
436,2014,2014-03-27,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Kolkata Knight Riders,162,7,18.9,Chennai Super Kings,153,2,18.7,Chennai Super Kings,8,wickets,True,0.393,-0.393
437,2014,2014-03-15,"Arun Jaitley Stadium, Delhi",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,202,8,18.3,Mumbai Indians,94,9,15.3,Mumbai Indians,1,wickets,True,4.914,-4.914
438,2014,2014-04-06,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Mumbai Indians,Punjab Kings,bat,Punjab Kings,169,4,19.3,Mumbai Indians,140,5,10.9,Mumbai Indians,5,wickets,False,-4.049,4.049
439,2014,2014-03-13,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,143,9,18.4,Sunrisers Hyderabad,191,1,18.8,Chennai Super Kings,48,runs,False,-2.419,2.419
440,2014,2014-03-12,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,Kolkata Knight Riders,132,2,19.2,Lucknow Super Giants,110,9,19.5,Lucknow Super Giants,1,wickets,False,1.23,-1.23
441,2014,2014-03-13,"M.A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Kolkata Knight Riders,228,4,18.7,Lucknow Super Giants,130,1,15.0,Lucknow Super Giants,9,wickets,False,3.521,-3.521
442,2014,2014-04-05,"Ekana Cricket Stadium, Lucknow",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,Mumbai Indians,229,6,18.4,Chennai Super Kings,166,1,12.0,Chennai Super Kings,9,wickets,False,-1.357,1.357
443,2014,2014-03-07,"Punjab Cricket Association Stadium, Mohali",Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Punjab Kings,185,5,19.2,Rajasthan Royals,111,3,13.7,Rajasthan Royals,7,wickets,False,1.564,-1.564
444,2014,2014-03-01,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals,216,9,18.8,Chennai Super Kings,187,1,13.2,Chennai Super Kings,9,wickets,False,-2.667,2.667
445,2014,2014-03-16,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Mumbai Indians,Mumbai Indians,bat,Punjab Kings,134,3,19.4,Mumbai Indians,120,4,18.5,Mumbai Indians,6,wickets,False,0.416,-0.416
446,2014,2014-04-02,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Delhi Capitals,Delhi Capitals,bat,Chennai Super Kings,164,3,19.2,Delhi Capitals,122,3,11.7,Delhi Capitals,7,wickets,True,-1.875,1.875
447,2014,2014-03-10,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,209,5,18.2,Kolkata Knight Riders,128,7,12.2,Kolkata Knight Riders,3,wickets,False,1.022,-1.022
448,2014,2014-03-11,"Rajiv Gandhi International Stadium, Hyderabad",Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Kolkata Knight Riders,167,7,19.3,Lucknow Super Giants,170,5,19.1,Kolkata Knight Riders,3,runs,True,-0.282,0.282
449,2014,2014-04-13,"Arun Jaitley Stadium, Delhi",Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,Lucknow Super Giants,126,5,18.6,Punjab Kings,203,8,13.8,Lucknow Super Giants,77,runs,True,-7.958,7.958
450,2014,2014-03-21,"M.A. Chidambaram Stadium, Chennai",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,202,5,18.5,Sunrisers Hyderabad,179,3,12.7,Sunrisers Hyderabad,7,wickets,True,-3.242,3.242
451,2014,2014-03-12,"Punjab Cricket Association Stadium, Mohali",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,field,Lucknow Super Giants,173,5,19.7,Kolkata Knight Riders,127,8,12.9,Kolkata Knight Riders,2,wickets,True,-1.021,1.021
452,2014,2014-04-21,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,field,Gujarat Titans,202,3,19.2,Kolkata Knight Riders,111,2,17.9,Kolkata Knight Riders,8,wickets,False,4.332,-4.332
453,2014,2014-03-19,"M.A. Chidambaram Stadium, Chennai",Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,Sunrisers Hyderabad,164,7,18.8,Lucknow Super Giants,229,2,10.3,Sunrisers Hyderabad,65,runs,True,-13.548,13.548
454,2014,2014-04-27,"M.A. Chidambaram Stadium, Chennai",Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,138,4,18.5,Kolkata Knight Riders,124,7,13.1,Kolkata Knight Riders,3,wickets,True,-2.028,2.028
455,2014,2014-03-07,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Delhi Capitals,193,3,18.2,Royal Challengers Bengaluru,191,7,18.4,Royal Challengers Bengaluru,3,wickets,False,0.2,-0.2
456,2014,2014-03-09,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,156,7,19.8,Chennai Super Kings,145,3,16.6,Chennai Super Kings,7,wickets,True,-0.867,0.867
457,2014,2014-04-23,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bengaluru,125,7,19.8,Lucknow Super Giants,153,5,13.2,Royal Challengers Bengaluru,28,runs,True,-5.273,5.273
458,2014,2014-04-24,"Rajiv Gandhi International Stadium, Hyderabad",Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,215,6,19.7,Delhi Capitals,224,3,14.8,Lucknow Super Giants,9,runs,True,-4.202,4.202
459,2014,2014-04-22,"Eden Gardens, Kolkata",Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,187,3,19.0,Delhi Capitals,200,5,18.0,Gujarat Titans,13,runs,True,-1.298,1.298
460,2014,2014-03-24,"Sawai Mansingh Stadium, Jaipur",Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,Punjab Kings,135,6,18.0,Sunrisers Hyderabad,98,5,18.6,Sunrisers Hyderabad,5,wickets,True,2.203,-2.203
461,2014,2014-04-13,"Arun Jaitley Stadium, Delhi",Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,bat,Kolkata Knight Riders,125,5,18.9,Delhi Capitals,143,3,10.3,Kolkata Knight Riders,18,runs,True,-7.27,7.27
462,2014,2014-03-03,"M. Chinnaswamy Stadium, Bengaluru",Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,156,5,18.9,Rajasthan Royals,187,6,10.1,Mumbai Indians,31,runs,True,-10.349,10.349
463,2014,2014-04-01,"M. Chinnaswamy Stadium, Bengaluru",Rajasthan Royals,Punjab Kings,Punjab Kings,field,Rajasthan Royals,190,4,19.7,Punjab Kings,127,4,16.4,Punjab Kings,6,wickets,False,1.885,-1.885
464,2014,2014-03-17,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,Rajasthan Royals,217,9,19.4,Gujarat Titans,125,9,13.0,Gujarat Titans,1,wickets,True,1.526,-1.526
465,2014,2014-03-27,"Ekana Cricket Stadium, Lucknow",Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Kolkata Knight Riders,194,9,19.5,Punjab Kings,195,2,17.0,Kolkata Knight Riders,1,runs,True,-1.501,1.501
466,2014,2014-04-25,"M.A. Chidambaram Stadium, Chennai",Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,bat,Gujarat Titans,138,2,19.0,Lucknow Super Giants,115,1,17.2,Lucknow Super Giants,9,wickets,True,0.597,-0.597
467,2014,2014-04-04,"Arun Jaitley Stadium, Delhi",Gujarat Titans,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Gujarat Titans,130,9,18.4,Royal Challengers Bengaluru,214,1,12.1,Gujarat Titans,84,runs,True,-10.674,10.674
468,2015,2015-03-11,"Rajiv Gandhi International Stadium, Hyderabad",Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,145,3,18.1,Mumbai Indians,160,5,12.0,Punjab Kings,15,runs,True,-5.305,5.305
469,2015,2015-03-06,"M.A. Chidambaram Stadium, Chennai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,129,3,19.4,Mumbai Indians,130,1,19.8,Rajasthan Royals,1,runs,True,0.085,-0.085
470,2015,2015-03-08,"Eden Gardens, Kolkata",Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,210,3,19.7,Mumbai Indians,186,6,11.8,Mumbai Indians,4,wickets,True,-5.175,5.175
471,2015,2015-03-16,"Wankhede Stadium, Mumbai",Punjab Kings,Lucknow Super Giants,Punjab Kings,field,Punjab Kings,163,8,18.1,Lucknow Super Giants,163,2,13.8,Lucknow Super Giants,8,wickets,True,-2.786,2.786
472,2015,2015-03-01,"Rajiv Gandhi International Stadium, Hyderabad",Delhi Capitals,Punjab Kings,Punjab Kings,field,Delhi Capitals,134,5,19.0,Punjab Kings,159,7,12.6,Delhi Capitals,25,runs,True,-5.54,5.54
473,2015,2015-04-01,"Narendra Modi Stadium, Ahmedabad",Gujarat Titans,Chennai Super Kings,Gujarat Titans,bat,Gujarat Titans,150,3,18.4,Chennai Super Kings,148,5,18.5,Chennai Super Kings,5,wickets,False,0.147,-0.147
474,2015,2015-04-15,"Ekana Cricket Stadium, Lucknow",Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,Delhi Capitals,183,9,19.8,Rajasthan Royals,145,3,18.2,Rajasthan Royals,7,wickets,True,1.274,-1.274
475,2015,2015-03-07,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Rajasthan Royals,123,8,20.0,Royal Challengers Bengaluru,150,5,18.1,Rajasthan Royals,27,runs,True,-2.15,2.15
476,2015,2015-04-04,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,218,4,19.4,Mumbai Indians,225,1,13.6,Sunrisers Hyderabad,7,runs,True,-5.364,5.364
477,2015,2015-03-03,"M.A. Chidambaram Stadium, Chennai",Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,229,3,20.0,Gujarat Titans,215,6,10.8,Gujarat Titans,4,wickets,False,-8.371,8.371
478,2015,2015-03-21,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Delhi Capitals,Punjab Kings,bat,Punjab Kings,142,5,19.2,Delhi Capitals,229,5,16.9,Punjab Kings,87,runs,True,-6.162,6.162
479,2015,2015-03-16,"Eden Gardens, Kolkata",Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,bat,Lucknow Super Giants,142,3,19.1,Chennai Super Kings,106,4,19.4,Chennai Super Kings,6,wickets,True,1.968,-1.968
480,2015,2015-04-12,"M. Chinnaswamy Stadium, Bengaluru",Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,150,2,19.2,Sunrisers Hyderabad,146,9,17.9,Sunrisers Hyderabad,1,wickets,True,-0.37,0.37
481,2015,2015-03-25,"Arun Jaitley Stadium, Delhi",Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Delhi Capitals,194,2,18.4,Gujarat Titans,213,5,10.6,Delhi Capitals,19,runs,True,-9.575,9.575
482,2015,2015-04-01,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bengaluru,155,2,18.9,Lucknow Super Giants,84,8,10.7,Lucknow Super Giants,2,wickets,False,0.332,-0.332
483,2015,2015-04-23,"Narendra Modi Stadium, Ahmedabad",Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,121,2,19.1,Delhi Capitals,92,3,17.3,Delhi Capitals,7,wickets,True,1.006,-1.006
484,2015,2015-03-21,"Arun Jaitley Stadium, Delhi",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,Rajasthan Royals,181,3,18.1,Gujarat Titans,184,6,10.5,Rajasthan Royals,3,runs,True,-7.512,7.512
485,2015,2015-04-22,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,Sunrisers Hyderabad,188,7,18.5,Lucknow Super Giants,193,5,16.6,Sunrisers Hyderabad,5,runs,True,-1.46,1.46
486,2015,2015-03-05,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,168,3,18.9,Delhi Capitals,85,3,11.2,Delhi Capitals,7,wickets,True,1.309,-1.309
487,2015,2015-03-07,"M.A. Chidambaram Stadium, Chennai",Delhi Capitals,Gujarat Titans,Delhi Capitals,field,Delhi Capitals,200,3,19.8,Gujarat Titans,113,1,15.2,Gujarat Titans,9,wickets,True,2.68,-2.68
488,2015,2015-03-23,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,175,4,18.3,Chennai Super Kings,203,7,15.8,Rajasthan Royals,28,runs,False,-3.273,3.273
489,2015,2015-04-24,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,bat,Delhi Capitals,180,5,18.4,Royal Challengers Bengaluru,146,7,11.6,Royal Challengers Bengaluru,3,wickets,True,-2.815,2.815
490,2015,2015-04-05,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,Sunrisers Hyderabad,205,5,19.2,Lucknow Super Giants,162,9,13.8,Lucknow Super Giants,1,wickets,True,-1.095,1.095
491,2015,2015-03-01,"Wankhede Stadium, Mumbai",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,144,3,18.5,Kolkata Knight Riders,221,7,15.3,Rajasthan Royals,77,runs,False,-6.622,6.622
492,2015,2015-04-05,"Eden Gardens, Kolkata",Delhi Capitals,Punjab Kings,Punjab Kings,bat,Delhi Capitals,176,6,18.5,Punjab Kings,133,6,13.8,Punjab Kings,4,wickets,False,-0.107,0.107
493,2015,2015-04-25,"Wankhede Stadium, Mumbai",Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,bat,Royal Challengers Bengaluru,208,9,19.7,Chennai Super Kings,95,4,15.8,Chennai Super Kings,6,wickets,True,4.55,-4.55
494,2015,2015-04-14,"M. Chinnaswamy Stadium, Bengaluru",Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,170,2,18.6,Kolkata Knight Riders,103,8,19.1,Kolkata Knight Riders,2,wickets,False,3.738,-3.738
495,2015,2015-03-16,"Sawai Mansingh Stadium, Jaipur",Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,200,2,19.7,Punjab Kings,165,9,16.5,Punjab Kings,1,wickets,True,0.181,-0.181
496,2015,2015-03-29,"M.A. Chidambaram Stadium, Chennai",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bengaluru,153,2,19.6,Kolkata Knight Riders,189,4,14.1,Royal Challengers Bengaluru,36,runs,True,-5.573,5.573
497,2015,2015-03-19,"M.A. Chidambaram Stadium, Chennai",Delhi Capitals,Chennai Super Kings,Chennai Super Kings,bat,Delhi Capitals,159,7,20.0,Chennai Super Kings,214,3,19.1,Delhi Capitals,55,runs,False,-3.274,3.274
498,2015,2015-04-19,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Lucknow Super Giants,Mumbai Indians,field,Mumbai Indians,160,6,18.5,Lucknow Super Giants,176,8,19.7,Mumbai Indians,16,runs,True,-0.273,0.273
499,2015,2015-04-16,"M. Chinnaswamy Stadium, Bengaluru",Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,field,Sunrisers Hyderabad,187,4,19.6,Lucknow Super Giants,106,2,12.9,Lucknow Super Giants,8,wickets,True,1.337,-1.337
500,2015,2015-03-23,"Ekana Cricket Stadium, Lucknow",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Gujarat Titans,120,4,18.7,Sunrisers Hyderabad,229,5,14.9,Gujarat Titans,109,runs,True,-8.917,8.917
501,2015,2015-03-22,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,206,5,18.3,Mumbai Indians,148,4,14.1,Mumbai Indians,6,wickets,False,0.797,-0.797
502,2015,2015-04-09,"Arun Jaitley Stadium, Delhi",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,214,9,18.2,Kolkata Knight Riders,168,2,13.0,Kolkata Knight Riders,8,wickets,True,-1.19,1.19
503,2015,2015-03-22,"M. Chinnaswamy Stadium, Bengaluru",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Delhi Capitals,179,5,19.5,Sunrisers Hyderabad,219,8,17.3,Delhi Capitals,40,runs,True,-3.477,3.477
504,2015,2015-03-03,"M. Chinnaswamy Stadium, Bengaluru",Gujarat Titans,Punjab Kings,Punjab Kings,field,Gujarat Titans,194,8,18.6,Punjab Kings,171,6,14.8,Punjab Kings,4,wickets,True,-1.132,1.132
505,2015,2015-03-11,"Narendra Modi Stadium, Ahmedabad",Punjab Kings,Mumbai Indians,Mumbai Indians,bat,Punjab Kings,131,4,18.1,Mumbai Indians,108,1,19.9,Mumbai Indians,9,wickets,True,1.811,-1.811
506,2015,2015-03-20,"Ekana Cricket Stadium, Lucknow",Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,bat,Rajasthan Royals,133,7,18.6,Royal Challengers Bengaluru,112,1,16.8,Royal Challengers Bengaluru,9,wickets,False,0.509,-0.509
507,2015,2015-03-08,"Rajiv Gandhi International Stadium, Hyderabad",Royal Challengers Bengaluru,Kolkata Knight Riders,Kolkata Knight Riders,field,Royal Challengers Bengaluru,177,7,18.0,Kolkata Knight Riders,135,7,19.9,Kolkata Knight Riders,3,wickets,False,3.023,-3.023
508,2015,2015-03-26,"M.A. Chidambaram Stadium, Chennai",Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,228,8,18.1,Sunrisers Hyderabad,175,5,15.8,Sunrisers Hyderabad,5,wickets,True,1.51,-1.51
509,2015,2015-04-20,"Eden Gardens, Kolkata",Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,212,3,19.6,Chennai Super Kings,217,1,14.9,Sunrisers Hyderabad,5,runs,False,-3.779,3.779
510,2015,2015-03-26,"Narendra Modi Stadium, Ahmedabad",Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,194,7,19.5,Sunrisers Hyderabad,90,5,19.1,Sunrisers Hyderabad,5,wickets,True,5.224,-5.224
